Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,TOWN OF FRASER THE FOUNDRY,22 Second St,east side of The Foundry parking lot,Fraser,CO,80442,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.927843,-105.789359,2026-07-08,100026,2026-07-08 01:57:21 UTC,,,,2018-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESTES PARKING TOWN HALL LOT 1,335 W Elkhorn Ave,Welcome! Your charge is free! Please observe posted 4-hr time limit. $25 penalty after four hours.,Estes Park,CO,80517,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.377958,-105.519686,2026-07-08,100410,2026-07-08 01:57:33 UTC,,,,2018-08-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,Rocky Mountain National Park,,,,false,
ELEC,PUBLIC PARKING FLOOR 2 SPACE 9,1776 Curtis Street,2ND Floor just past entry Spot 9,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.748358,-104.992576,2026-07-08,100432,2026-07-08 01:49:51 UTC,,,,2018-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AURARIA 5TH ST GARAGE4,1351 5th Street,"Near 5th Street entrance, center of first floor",Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.742932,-105.010465,2026-07-08,100447,2026-07-08 01:57:39 UTC,,,,2018-08-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BOULDER NORTH REC 1,3172 Broadway,,Boulder,CO,80304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.032839,-105.280947,2026-07-08,100474,2026-07-08 01:44:59 UTC,,,,2018-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HIGHPOINT 1 2500 55TH ST,2500 55th St,,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.024524,-105.224245,2026-07-08,100524,2026-07-08 01:57:40 UTC,,,,2018-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Aspen, CO - Tesla Supercharger",38750 Highway 82,,Aspen,CO,81611,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,39.204894,-106.858468,2026-06-18,102078,2026-06-18 14:46:21 UTC,P,,,2018-06-29,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Boulder, CO - Tesla Supercharger",1710 29th Street,,Boulder,CO,80301,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-9,40.020309,-105.257028,2026-06-18,102079,2026-06-18 14:46:21 UTC,P,,,2018-05-30,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Colorado Springs, CO - Tesla Supercharger",215 North Cascade Avenue,,Colorado Springs,CO,80903,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,38.837561,-104.824875,2026-06-18,102081,2026-06-18 14:46:21 UTC,P,,,2015-12-29,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Denver, CO - Tesla Supercharger",4310 Airport Way,,Denver,CO,80239,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,200-9,39.775132,-104.794665,2026-06-18,102082,2026-06-18 14:46:21 UTC,P,,,2014-11-06,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Estes Park, CO - Tesla Supercharger",333 Wonderview Avenue,,Estes Park,CO,80517,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,7,,Tesla,https://www.tesla.com/supercharger,200-8,40.383836,-105.519884,2026-06-18,102083,2026-06-18 14:46:21 UTC,P,,,2018-05-23,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,Rocky Mountain National Park,,,,true,
ELEC,"Glenwood Springs, CO - Tesla Supercharger",125 Wulfsohn Road,,Glenwood Springs,CO,81601,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,200-9,39.5527,-107.340188,2026-06-18,102084,2026-06-18 14:46:21 UTC,P,,,2013-09-17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Limon, CO - Tesla Supercharger",2221 6th St.,,Limon,CO,80828,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,14,,Tesla,https://www.tesla.com/supercharger,200-9,39.268979,-103.70852,2026-06-18,102086,2026-06-18 14:46:21 UTC,P,,,2014-06-23,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Lone Tree, CO - Park Meadows Center Drive - Tesla Supercharger",8401 Park Meadows Center Drive,,Lone Tree,CO,80124,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-8,39.562708,-104.873451,2026-06-18,102087,2026-06-18 14:46:21 UTC,P,,,2017-12-02,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Loveland, CO - Tesla Supercharger",4705 Clydesdale Parkway,,Loveland,CO,80538,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-8,40.441488,-104.991227,2026-06-18,102088,2026-06-18 14:46:21 UTC,P,,,2016-12-28,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Silverthorne, CO - Tesla Supercharger",246-V Rainbow Dr,,Silverthorne,CO,80498,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,39.631675,-106.070794,2026-06-18,102090,2026-06-18 14:46:21 UTC,P,,,2019-01-09,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,"Trinidad, CO - Tesla Supercharger",9960 Santa Fe Trail,,Trinidad,CO,81082,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,9,,Tesla,https://www.tesla.com/supercharger,200-9,37.134134,-104.519396,2026-06-18,102091,2026-06-18 14:46:21 UTC,P,,,2015-07-29,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,,true,
ELEC,UNICOPROPERTIES BELLEVIEWTOWER2,7887 E Belleview Ave,Near South West corner of parking structure.,Denver,CO,80237,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.625571,-104.897362,2026-07-08,102544,2026-07-08 01:56:50 UTC,,,,2018-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UNICOPROPERTIES BELLEVIEWTOWER1,8001 E Belleview Ave,Near South West corner of parking garage.,Denver,CO,80237,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.625574,-104.897385,2026-07-08,102545,2026-07-08 01:56:34 UTC,,,,2018-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FRA - Transportation Technology Center,55500 DOT Rd,,Pueblo,CO,81001,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,38.433209,-104.285983,2024-01-10,102631,2026-02-02 23:16:24 UTC,FG,17,Department of Transportation,2017-09-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOT,RESEARCH_FACILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,RES INN BOULDER STATION 1,McGuckin Way,parking garage,Boulder,CO,80302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.016779,-105.261007,2026-07-08,102722,2026-07-08 01:51:23 UTC,,,,2018-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SVVSD SILVERCREEK HS,4901 Nelson Rd,,Longmont,CO,80503,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.150111,-105.167556,2026-07-08,103136,2026-07-08 01:58:05 UTC,,,,2018-09-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SVVSD INNOVATION CTR,33 Quail Rd,W of Main Entrance,Longmont,CO,80501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.145158,-105.09083,2026-07-08,103504,2026-07-08 01:57:41 UTC,,,,2018-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SVVSD SOARING HEIGHTS,3280 Co Rd 5,W of Main Entrance,Erie,CO,80516,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.050362,-105.016947,2026-07-08,103531,2026-07-08 01:54:02 UTC,,,,2018-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Neuworks Mechanical,241 Racquette Dr,,Fort Collins,CO,80524,,970-556-3130,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,40.586017,-105.044746,2024-11-06,104136,2025-02-12 00:16:32 UTC,P,,,2017-05-05,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,UNICOPROPERTIES HARLEQUIN,7600 E Orchard Rd,On west side near parking ramp,Greenwood Village,CO,80111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.607363,-104.901585,2026-07-08,104155,2026-07-08 01:56:49 UTC,,,,2018-10-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GCEA EV STATION GCEA HQ EV,37250 US-50,Front Parking Lot,Gunnison,CO,81230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.525522,-106.967789,2026-07-08,104221,2026-07-08 01:58:54 UTC,,,,2018-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WALKINGMOUNTAIN WALKING MTS 1,318 Walking Mountains Ln,,Avon,CO,81620,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.642955,-106.518336,2026-07-08,104343,2026-07-08 01:59:06 UTC,,,,2018-10-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Room 214,3340 Mitchell Ln,,Boulder,CO,80301,,,E,,Private,,,,,,,3,,,Non-Networked,,200-9,40.035483,-105.242722,2022-01-10,104388,2023-02-15 22:45:41 UTC,P,,,2018-03-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,NAMASTE SOLAR 1 888 FEDERAL WST,888 Federal Blvd,,Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.730528,-105.024699,2026-07-08,104404,2026-07-08 02:00:07 UTC,,,,2018-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GLENWOOD SPRNGS PUBLIC GARAGE,901-923 Cooper Ave,"-South West Stalls, Lower Level",Glenwood Springs,CO,81601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.545001,-107.323927,2026-07-08,104615,2026-07-08 01:59:40 UTC,,,,2018-11-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GCEA EV STATION ELK CREEK EV,24830 US-50,Elk Creek Marine Boat Ramp,Gunnison,CO,81230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.463148,-107.166404,2026-07-08,104674,2026-07-08 01:59:36 UTC,,,,2018-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,Curecanti National Recreation Area,,,,false,
ELEC,JOHN'S TABLE PUA HANA ST,1700 Dogwood St,,Louisville,CO,80027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.965352,-105.116423,2026-07-08,104779,2026-07-08 01:59:26 UTC,,,,2018-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GCEA EV STATION ALMONT EV,10209 CO-135,Back Parking Lot of Almont Resort,Almont,CO,81210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.664867,-106.847254,2026-07-08,104838,2026-07-08 01:59:41 UTC,,,,2018-11-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,4571 STATION 4571 BROADWAY,4571 Broadway,,Boulder,CO,80304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.057718,-105.282308,2026-07-08,104904,2026-07-08 01:39:14 UTC,,,,2018-11-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MANCOS1 BOYLE PARK,150 Grand Ave,1st (2) spaces in the lot at Boyle Park,Mancos,CO,81328,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.345501,-108.288263,2026-07-08,104926,2026-07-08 01:59:59 UTC,,,,2018-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SANMIGUELCTY LAWSONHILL1,104 Society Dr,Behind Restrooms,Telluride,CO,81435,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.947213,-107.873351,2026-07-08,105015,2026-07-08 02:00:35 UTC,,,,2018-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BLDG 3 STATION AUBURN BROOK 3,1193 Auburn Dr,,Castle Rock,CO,80109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.379646,-104.874726,2026-07-08,105162,2026-07-08 02:00:54 UTC,,,,2018-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PW LIBRARY CT4000 1,298 S Joe Martinez Blvd,,Pueblo West,CO,81007,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.324776,-104.741432,2026-07-08,105335,2026-07-08 02:01:10 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CONFLUENCE SBC CONFLUENCE SBC,75 Waneka Pkwy,West side of main lot,Lafayette,CO,80026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.989461,-105.091582,2026-07-08,105423,2026-07-08 02:01:09 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Mountain Comfort B&B - Tesla Destination,52516 CO-9,,Alma,CO,80420,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.270961,-106.045926,2024-07-01,113521,2025-02-12 00:16:32 UTC,P,,,2018-08-02,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The St. Regis Aspen Resort - Tesla Destination,315 E Dean St,,Aspen,CO,81611,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.186741,-106.821502,2024-07-01,113522,2025-02-12 00:16:32 UTC,P,,,2017-06-06,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hotel Jerome - Tesla Destination,330 E Main St,,Aspen,CO,81611,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.19082,-106.819492,2024-07-01,113523,2025-02-12 00:16:32 UTC,P,,,2015-02-02,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Limelight Hotel - Tesla Destination,355 S Monarch St,,Aspen,CO,81611,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.188821,-106.821168,2024-07-01,113524,2025-02-12 00:16:32 UTC,P,,,2014-10-22,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Residences at the Little Nell - Tesla Destination,501 E Dean St,,Aspen,CO,81611,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.186714,-106.819164,2024-07-01,113525,2025-02-12 00:16:32 UTC,P,,,2015-01-12,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Gant - Tesla Destination,610 S West End St,,Aspen,CO,81611,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.184485,-106.81437,2024-07-01,113526,2025-02-12 00:16:32 UTC,P,,,2015-10-08,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Little Nell - Tesla Destination,675 E Durant Ave,,Aspen,CO,81611,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.186623,-106.81757,2024-07-01,113527,2025-02-12 00:16:32 UTC,P,,,2014-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DoubleTree by Hilton Denver-Aurora - Tesla Destination,13696 E Iliff Pl,,Aurora,CO,80014,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.673477,-104.830477,2024-07-01,113528,2025-02-12 00:16:32 UTC,P,,,2017-04-06,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Fine Airport Parking - Tesla Destination,5950 N Jackson Gap Wy,,Aurora,CO,80019,,877-798-3752,E,,Public,,,,,,,48,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.804696,-104.686605,2024-07-01,113529,2025-02-12 00:16:32 UTC,P,,,2017-12-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"The Ritz-Carlton, Bachelor Gulch - Tesla Destination",0130 Daybreak Ridge,,Avon,CO,81620,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.623703,-106.541101,2024-07-01,113530,2025-02-12 00:16:32 UTC,P,,,2015-11-25,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Sheraton Mountain Vista Villa - Tesla Destination,160 W Beaver Creek Blvd,,Avon,CO,81620,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.636509,-106.524947,2024-07-01,113531,2025-02-12 00:16:32 UTC,P,,,2017-12-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Westin Riverfront Resort and Spa - Tesla Destination,218 Riverfront Ln,,Avon,CO,81620,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.63341,-106.52428,2024-07-01,113532,2025-02-12 00:16:32 UTC,P,,,2014-05-29,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Beaver Creek Landing - Tesla Destination,300 Prater Rd,,Avon,CO,81620,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,39.633279,-106.533438,2024-07-01,113533,2025-02-12 00:16:32 UTC,P,,,2017-08-18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Park Hyatt Beaver Creek Resort and Spa - Tesla Destination,136 E Thomas Pl,,Beaver Creek,CO,81620,,877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.604825,-106.515487,2024-07-01,113534,2025-02-12 00:16:32 UTC,P,,,2015-01-13,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Beaver Creek Lodge - Tesla Destination,26 Avondale Ln,,Beaver Creek,CO,81620,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.604058,-106.518074,2024-07-01,113535,2025-02-12 00:16:32 UTC,P,,,2017-01-18,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Z Casino - Tesla Destination,321 Gregory St,,Black Hawk,CO,80422,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.799718,-105.509,2024-07-01,113536,2025-02-12 00:16:32 UTC,P,,,2018-02-06,,,,,TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Monarch Casino Resort and Spa Blackhawk - Tesla Destination,488 Main St,,Black Hawk,CO,80422,,877-798-3752,E,,Private,,,,,,,14,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.798639,-105.483466,2024-07-01,113537,2025-02-12 00:16:32 UTC,P,,,2017-01-23,,,,,J1772 TESLA,US,,,,Privé,,private,,,OTHER_ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hilton Garden Inn Boulder - Tesla Destination,2701 Canyon Blvd,,Boulder,CO,80302,,877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.017573,-105.259635,2024-07-01,113538,2025-02-12 00:16:32 UTC,P,,,2018-07-11,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Avery Brewing Company - Tesla Destination,4910 Nautilus Ct N,,Boulder,CO,80301,,877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.062531,-105.204787,2024-07-01,113541,2025-02-12 00:16:32 UTC,P,,,2017-12-26,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,One Ski Hill Place A Rock Resort - Tesla Destination,1521 Ski Hill Rd,,Breckenridge,CO,80424,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.480486,-106.066908,2024-07-01,113542,2025-02-12 00:16:32 UTC,P,,,2014-12-12,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Grand Lodge on Peak 7 - Tesla Destination,1979 Ski Hill Rd,,Breckenridge,CO,80424,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.486191,-106.067162,2024-07-01,113543,2025-02-12 00:16:32 UTC,P,,,2015-11-23,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DoubleTree by Hilton Hotel Breckenridge - Tesla Destination,550 Village Rd,,Breckenridge,CO,80424,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.475511,-106.050167,2024-07-01,113544,2025-02-12 00:16:32 UTC,P,,,2015-12-04,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
